0_Sensory_Stimulation,2_Substance_Abuse,4_Trauma_Stress,5_Cognitive_Impairment,6_Object_Recognition,7_Body_Cycles,9_Spatial_Attention,13_Executive_Function,14_Mental_Imagery,15_Reading_Writing,17_Empathy_Interaction,20_Word_Processing,21_Contextual_Cues,22_Depression_Disorders,23_Creativity_Acupuncture,24_Encoding_Retrieval,25_Response_Inhibition,30_Multiple_Sclerosis,32_Language_Processing,34_Decision_making,40_Action_Observation,46_Hearing_Disorders,49_Cognitive_Conflict,51_Motor_Coordination,52_Sleep_Math,56_Memory_Events,58_Task_switching,60_Emotion_Processing,61_Pain_Perception,62_Developmental_Disorders,65_Emotion_face,66_Gender_Differences,67_Personality_Traits,68_Working_Memory,70_Body_perception,72_Motor_control,75_Spatial_cognition,77_Reasoning_evaluation,81_Alcohol_dependence,82_Task_performance,85_Feedback_learning,86_Auditory_processing,87_Language_comprehension,88_Motion_perception,90_Familiarity_recognition,93_Eye_movements,95_Motor_movements,97_Fear_conditioning,98_Food_weight,99_Reward_processing
0.0273844,-0.00045610603,0.056208216,0.04033748,0.024519334,0.035759658,0.025667086,0.06261889,0.0619051,0.028377485,0.021251293,0.05844389,0.010983058,0.037085634,0.0317148,0.05694217,0.036799937,0.024116425,0.03250307,0.03888274,0.015261513,-0.013976476,0.02732722,0.04794347,0.059644025,0.06636332,0.049755793,0.022319013,0.060501076,0.06790007,-0.009470201,0.029156469,0.056596797,0.09924586,0.009176704,0.06487006,0.042289644,0.05778299,0.04417453,0.04830035,0.062594876,-0.0020988171,0.057094194,0.034981977,0.021940209,0.045702927,0.029774068,0.03663356,0.0008392543,0.0305633544921875
-0.030567916,-0.037869126,-0.0105141755,-0.055169687,0.010412433,-0.016671097,-0.01302985,-0.015693586,0.008281674,-0.026528064,-0.029547924,-0.027275668,-0.020019954,-0.02250384,-0.021233797,0.00034769374,-0.015580111,-0.025233723,0.018029293,-0.0455612,-0.049808245,-0.007899189,-0.029438058,0.016014175,-0.013064193,-0.029255897,-0.016267003,-0.04919355,-0.043232426,-0.06186103,-0.04302712,-0.0033005865,-0.01580166,0.009219605,-0.020536713,-0.0064043687,0.015038071,0.011576615,-0.013036834,-0.018324686,-0.054188017,-0.017529938,0.0016930446,-0.011247678,-0.0067700725,-0.010339849,-0.0056205313,-0.044476938,-0.028644525,-0.0379638671875
0.0070276842,-0.023869306,-0.01408047,-0.0025096242,0.012209966,0.016372837,-0.018894508,-0.02020967,-0.020463536,-0.045658454,-0.004677637,-0.015848247,-0.0075772735,-0.024099857,0.013487709,-0.043545775,7.1751805e-05,0.013192699,-0.02374014,-0.01050733,0.019697906,-0.023761721,-0.029990124,0.022089656,-0.012518179,-0.028588029,-0.001397597,-0.0063364594,-0.021084169,-0.032886162,-0.0068848277,-0.04968658,-0.03998366,-0.046202883,-0.008954962,0.025789635,0.011669101,0.01749837,-0.0328149,0.013707505,-0.02328416,-0.011060189,-0.00879685,0.013102047,-0.027528754,0.009900704,0.03126523,-0.0061665457,-0.014632957,-0.0084991455078125
-0.0010363807,-0.023575388,-0.014535137,0.0031403753,0.006962331,-0.0062045674,-0.0014743443,-0.0064515485,0.019832868,-0.024131218,-0.0020310278,-0.008243869,-0.019716863,-0.013986913,-0.025089856,-0.0057653943,-0.0074198507,-0.017790806,0.00824376,-0.0074610873,0.018158264,-0.017859781,-0.0155227715,0.0027405703,-0.011056787,0.015491291,0.004773915,-0.003498811,-0.011210941,-0.007752185,0.007817191,-0.0015807259,-0.031868894,0.01843921,-0.018882178,-0.033416342,0.031827692,0.009883493,-0.015143469,-0.026646813,-0.009398677,-0.0068471506,-0.006116681,-0.015223639,-0.005735157,-0.03283201,-0.003963458,-0.016791679,-0.006850437,-0.0283203125
0.012610424,-0.0050430293,0.019607516,0.012072192,-0.0006393872,-0.001106697,-0.0006517992,0.010625623,-0.008605307,-0.0053041335,0.0046658744,-0.0049386756,-0.013184456,-0.00894495,0.0063531525,0.023076562,0.009830121,-0.007924214,0.032628927,0.01576501,0.009214049,-0.0075313877,-8.2518e-05,-0.00679777,-0.0043359953,0.018895792,0.0011176314,2.2676704e-05,0.01822633,-0.0042163753,-0.0033589492,-0.032743055,0.0026354543,0.024827598,0.0022557976,-0.029181195,-0.015022292,0.011751765,-0.036363773,0.00594552,0.009485264,-0.014010087,0.007609973,-0.008089582,0.011849782,-0.023665877,-0.0017277399,-0.011041423,-0.028720304,0.00604248046875
0.026982598,-0.014533515,-0.0037971803,0.013448375,0.03966168,0.0052940934,-0.009610843,0.0040030694,0.035217863,0.020994604,-0.0055049476,0.011406568,-0.0029690948,0.0035257468,0.019637017,0.022447202,-0.0006404741,0.004110364,0.021301625,0.018076781,0.019872505,0.0237104,-0.0052567963,0.024533056,0.028938754,0.031112898,-0.004416987,-0.008713587,0.030949797,0.021981474,0.009869203,0.031691816,0.010054931,0.0042831236,0.010703311,-0.001546216,0.010809107,0.032377824,0.013441956,0.023926118,0.01783702,0.0077752513,0.019470982,0.015369398,0.018576734,-0.00030141257,0.030101797,0.014558494,-0.023794658,0.01001739501953125
-0.0062858947,0.013326901,0.0065962244,-0.014969823,0.005707372,-0.020768229,0.022477103,0.022852473,0.0014553092,0.031011056,0.01936926,-0.0004722326,0.036977094,0.008930441,0.0027964911,0.013254039,-0.0048717386,-0.018633075,0.017934898,0.03238088,0.006130795,0.02393279,-0.002687258,-0.0055925795,0.031411875,0.008429803,-0.0080175,-0.048765514,-0.022573894,-0.019368729,-0.015870526,-0.0029160334,-0.0009350422,0.015470868,-0.0059230677,-0.018731056,0.032884933,0.022035604,0.0034293598,-0.004337109,0.023646252,0.019825159,0.020324292,0.011004748,0.036705006,0.020456132,-0.01279777,-0.01700955,-0.008032592,0.00801849365234375
0.009859621,0.010503733,-0.03512303,0.010588971,0.010834895,-0.036261987,0.009291845,0.005561546,0.042453956,0.011259262,0.032590546,0.020408094,0.021790642,0.028887909,-0.0054146186,0.0396797,-0.0013301775,0.0041318503,0.012703886,0.011077247,0.025951715,-0.0006618298,0.0010087366,-0.012613227,0.01798635,0.03567395,0.0142682055,0.007624389,-0.0029167447,0.000114099785,-0.00512596,0.00028213445,-0.00504222,0.0043436196,0.015701033,0.0154858325,0.0010158194,0.009016082,0.01471404,0.005245341,0.020418901,-0.0135248555,0.032580927,0.015102174,0.030547258,0.014268192,-0.0047028936,-0.012247498,0.008153838,0.00264739990234375
-0.035914984,0.013937943,-0.021170435,0.018731393,-0.034393337,-0.0040343422,-0.04171515,-0.015507036,-0.05111735,-0.008048671,-0.014711227,-0.0077712024,-0.01232304,-0.0031321833,-0.0069986596,-0.01006228,-0.02484311,-0.0015190941,-0.020263288,-0.01106922,-0.043046515,0.037806626,-0.011569011,-0.01953069,-0.0389276,0.0016085857,-0.028001018,-0.021080766,-0.004298161,-0.0030508095,-0.03494936,0.008618628,0.002836479,-0.009316399,-0.0270184,-0.011224861,-0.023590678,-0.004695702,0.018019836,-0.025078412,-0.036902007,-0.025463082,0.0081917755,-0.059566535,-0.033841737,-0.029111264,-0.038639106,-0.036882557,-0.011624524,-0.0207977294921875
-0.037244022,-0.021502485,-0.03381586,-0.023303382,-0.03976108,-0.0318352,-0.018207436,-0.026676765,-0.015609047,0.014025993,-0.03056736,-0.040482543,-0.0054995054,-0.049940825,-0.04651051,-0.019974712,-0.049749233,-0.017584536,-0.011390233,-0.029876458,-0.03488799,-0.005777913,-0.03193859,-0.0050601494,-0.015593523,-0.016289474,-0.025074208,-0.036016162,-0.027863938,-0.031446807,-0.033516206,-0.02779604,-0.027900036,0.00608994,-0.074164145,-0.04204158,-0.029176699,-0.044037845,-0.027483493,-0.010474678,-0.010933637,0.015188505,-0.0150104975,-0.0079964595,-0.027218278,-0.018460022,-0.037098784,-0.038750026,-0.05001425,-0.026519775390625
-0.009442364,-0.037343167,-0.004195014,-0.02408322,-0.0044896887,-0.030406699,-0.0071079344,-0.038926933,0.004647032,-0.04343915,-0.018569397,-0.047572546,0.0017886353,-0.03633115,-0.02925168,-0.0341653,-0.008475328,-0.016896969,-0.029419526,-0.017081436,0.01765034,0.020340307,-0.0020032655,-0.01743399,-0.022177812,-0.021274054,-0.0012325178,0.0048803734,-0.018651966,-0.032635838,-0.010422921,-0.02351378,-0.032341026,0.0029098622,0.00039497777,-0.02315558,0.0024991129,-0.047540855,-0.03821113,-0.034920927,-0.039956186,-0.026033036,-0.01598017,5.6968445e-05,-0.023716815,0.0113059655,-0.004188771,-0.010488963,-0.011927641,-0.0186004638671875
0.0043116524,-0.013087125,-0.009597737,-0.025612311,-0.03475781,0.012314948,-0.021037523,-0.014061267,-0.018057037,-0.0017403032,-0.013236968,-0.019977134,-0.030707898,-0.016975818,-0.023832815,-0.045673613,0.011027379,-0.031043667,-0.011744211,-0.015275363,-0.028586568,-0.0074201915,-0.005212144,0.010912753,0.016557079,-0.028180793,0.0030718134,-0.019766085,-0.00039143284,0.015387032,-0.018337827,0.0011468958,-0.006716812,-0.023004647,-0.018319294,0.0006692737,0.013736244,-0.011084526,0.005068079,0.018372698,-0.02992778,-0.010790616,0.005247856,-0.028455248,-0.030719742,-0.013964783,0.00019279611,-0.0021028505,-0.021854712,-0.016448974609375
-0.047227275,-0.012104817,-0.04850729,-0.021070905,-0.0478127,-0.046183016,-0.024112992,-0.040636983,-0.08099113,-0.016482022,-0.031273123,-0.042122975,-0.037200425,0.008299288,-0.025854273,-0.017307423,-0.04237664,-0.022191238,-0.025014464,0.014705447,-0.063617416,-0.0017844812,-0.003152048,-0.05890575,-0.0015035465,-0.06141132,-0.045972355,-0.011969717,-0.0020008679,-0.061266515,-0.028272172,-0.03209376,-0.03830169,-0.049106695,-0.04127811,-0.012860386,-0.02685708,0.00061667577,-0.024112877,-0.024070155,-0.024165777,-0.054592352,-0.026452608,-0.0422375,-0.041603602,-0.045926493,-0.05437004,0.0014832779,0.017414052,0.0271148681640625
0.0017916925,-0.013767779,0.026043897,0.007668403,-0.034028858,0.006518524,-0.020906651,-0.014861881,-0.0074020578,-0.010319757,-0.02514083,-0.04351317,-0.012219351,0.02616017,-0.03597855,-0.034435026,-0.023897905,0.04149469,0.008629203,0.03939647,0.009626737,-0.016303038,0.005829158,0.020405691,0.023687381,-0.04531732,-0.02113015,-0.011694551,0.0036274043,0.024766315,-0.03193648,-0.012730834,0.000278484,-0.025795534,-0.03080507,-0.02472224,0.0034656206,-0.015188052,-0.0041930154,0.016916325,0.0035953482,-0.02475449,-0.0065472145,0.015458472,-0.031685665,0.0022116895,0.014674012,0.0119206915,-0.015837846,-0.010101318359375
-0.03758401,0.004350773,-0.0060207862,-0.029068064,-0.03942974,-0.030814841,-0.055816505,-0.05817276,-0.01618163,-0.035568025,-0.0019124204,-0.016418228,-0.0113898385,-0.019282788,0.014906126,-0.012767034,-0.04414102,-0.0400508,-0.019240685,-0.028158681,-0.032157905,-0.02230762,-0.012226618,-0.037179302,-0.021920865,-0.017755527,-0.039797496,0.0061262636,-0.011971004,-0.04158488,-0.018077254,-0.00060001883,0.005960664,-0.02400485,-0.0001824307,-0.039149284,-0.02182335,0.0067641465,0.010411642,-0.03223224,-0.052298836,-0.018962525,-0.02041738,-0.030479668,0.005157329,-0.016256317,-0.042440746,-0.022954334,0.012806679,-0.025726318359375
0.0044546016,0.018578768,0.020900477,0.03064303,0.0015686989,0.020077525,0.010657812,-0.00017695606,-0.011551193,0.033615038,0.003509208,0.012032157,0.014053849,0.022489332,0.025548505,-0.004738937,0.0048835534,0.028534045,-0.005455198,0.0066463477,0.0013650443,8.08994e-06,0.01413449,0.0019728804,0.033114158,0.01801616,0.0062239356,0.015195274,0.015094867,0.019978892,0.013549797,0.029079173,0.03175086,-0.00040204695,0.021696594,0.018162927,-0.0014270783,-0.0063721426,0.022962328,0.00021017874,0.014200347,0.0058266246,-0.006919568,0.0037431526,0.01292782,0.019450093,0.01672231,0.023888068,0.033736885,0.00890350341796875
0.019703787,-0.009057342,0.013640012,-0.0013121532,0.026192613,0.024959551,0.010224301,0.029583849,0.02217298,0.016245296,0.014570075,0.017377464,0.03080361,0.01596017,0.025021907,0.024215406,-0.004686636,0.027588641,0.013466906,-0.008444394,0.04326873,0.0016786313,0.01808825,0.010475252,0.031267345,0.029093003,0.028929032,0.014102253,-0.00038050694,-0.005053392,0.03167591,-0.013426508,0.037534475,0.022827193,-0.00289757,0.044210803,0.02188647,0.031777307,0.008475157,-0.0016984342,0.009768642,0.02245927,0.011186118,0.019693559,-0.008063717,0.039890256,0.0127813835,0.013827068,0.008206883,-0.0097808837890625
-0.014341267,0.011230795,-0.011139343,0.0063075097,-0.019433228,0.0005464807,0.008662028,-0.0023746362,-0.01938476,-0.027548945,0.0007572244,-0.0005256683,-0.018871399,0.012144239,-0.0071260626,-0.013373917,-0.0010397243,-0.0029372019,0.003858363,-0.0007906585,0.008595018,-0.005303192,-0.0050619496,0.004647413,-0.0057732975,-0.0052859345,-0.00062016275,-0.009867756,-0.006897579,-0.0065083937,-0.026643591,-0.0038300718,-0.0076647643,0.0032345245,-0.005121385,-0.02093471,-0.0034557583,-0.0054880497,0.0035691268,-0.016284164,-0.009878844,0.014803401,0.014242519,-0.005348518,-0.030978471,0.008726992,-0.003650068,-0.0064855716,-0.0017325012,-0.01186370849609375
-0.026688974,-0.045232568,-0.026072314,-0.00015040067,-0.039264068,-0.053278435,-0.03631672,-0.0066147805,-0.016571647,-0.04633904,-0.08030009,-0.047683764,-0.057746798,-0.040509813,-0.051130984,-0.03979958,-0.032609534,-0.02231156,-0.028333994,-0.06456911,-0.027713574,-0.06849671,-0.039911058,-0.036816094,-0.014597851,-0.030298423,-0.05593065,-0.038492654,-0.030128928,-0.06840071,-0.05442719,-0.040843792,-0.042934485,-0.02335956,-0.050284244,-0.013747011,-0.02188647,-0.032561317,-0.047674786,-0.06561678,-0.062342983,-0.030438626,-0.029664157,-0.04220511,-0.06299186,-0.022659838,-0.02028635,-0.065112494,-0.029038576,-0.052947998046875
0.0039755288,0.005008223,0.01035078,0.014526386,-0.0046305093,-0.0034770695,0.01492748,0.019401284,-0.014978379,-0.0213201,0.011394144,0.037034854,-0.0017846472,0.016830726,0.034483686,0.021473192,0.020762978,0.0052856742,0.025706688,0.04068079,0.002765802,-0.0076639676,0.061409123,0.016171016,0.018532366,0.030852266,0.010993389,0.04543295,0.029444871,0.008213718,0.026399305,0.0171445,0.00046152726,0.029102655,0.0038890122,0.023809789,0.01116415,0.0149628585,0.00841844,0.033096462,0.027676506,0.0013507525,0.052843157,0.01204125,0.011461689,-0.006088135,0.009971118,0.022394093,0.012132244,0.0322265625
-0.021357361,-0.010503733,0.00854632,0.006043741,0.01273183,0.035477098,0.00019899047,0.010089289,0.02265428,0.007885923,0.017832266,0.01890668,0.021264222,0.012202276,-0.0074615567,0.0383011,0.0071835495,0.009350916,0.035586614,0.04077711,-0.0052062157,0.00975103,-0.001709981,0.031879764,-0.018757194,0.04961774,0.0015827536,0.017931646,-0.0021300789,-0.016427437,0.026383018,0.019927194,0.022101669,0.024875995,-0.0030489513,0.023740925,0.025310667,0.040735006,0.016610011,0.015644,0.018372288,0.0344129,0.010456925,0.041071434,0.028943138,0.025246795,0.0052764174,0.02058887,0.014238905,0.0187225341796875
-0.005323886,0.022863794,-0.016027013,0.016942354,0.019698303,0.01585481,0.01374964,0.018670626,0.015658837,-0.00038213618,-0.019243792,-0.004956053,0.0020179476,-0.007316287,0.0016976421,0.004641536,0.013390388,0.023050696,0.024809942,0.019184507,0.0032181714,0.015353596,0.0012898432,0.011812518,-0.0024811528,0.012648777,0.036263905,0.01147289,-0.003040255,-0.0032678863,0.012816936,0.007930683,-0.010859031,0.023843527,0.011487937,0.023172796,0.008836642,0.01664764,0.028682655,0.033160478,0.033721887,0.004732929,0.016771419,0.0070085423,0.023992792,0.01609663,0.018893506,0.0025113598,0.013973678,0.0289764404296875
0.016010294,-0.009498221,-0.008340299,-0.013501894,-0.0037296722,-0.033907313,0.03998111,-0.010897676,0.013360216,0.014151754,0.010264924,0.012894079,0.04508079,-0.014988051,0.00808583,0.0017223132,0.0034283332,0.01094951,0.0049084984,0.0022636112,-0.013634571,0.0025788909,-0.0040795985,-0.026349097,0.013016015,0.026535556,-0.02162985,-0.011213011,0.0055370647,0.0011587209,-0.009665631,-0.0045218808,-0.022441013,-0.027424896,-0.004972136,-0.01079446,0.006039687,0.030926578,-0.017987428,0.012003069,0.0035717334,-0.020148646,0.020370835,0.0082312925,-0.008352631,0.0074494816,-0.003031482,-0.011204828,-0.028462656,-0.0125274658203125
-0.018591102,-0.015716925,-0.022193436,-0.04734073,-0.027667087,0.016953656,-0.053460825,-0.06345837,-0.00849328,-0.033940535,-0.067565,-0.02072784,-0.020865418,-0.037056614,-0.00946178,-0.0090583,-0.007053584,-0.03963826,-0.011815008,-0.029089812,-0.052474845,-0.023316937,-0.029259449,-0.005080786,-0.0032780927,-0.028425135,-0.010930927,0.004081628,0.0107245,-0.055947155,-0.02198585,-0.04337914,-0.064623035,-0.019019973,-0.019308604,-0.008461686,-0.017815301,-0.01348659,-0.048971176,-0.051597193,-0.0012565023,-0.015681438,-0.024839077,-0.01637351,-0.027408013,0.009341793,-0.009184571,-0.025257548,-0.015049743,-0.006275177001953125
0.019641971,-0.020636199,-0.01768939,-0.02689675,-0.003267864,-0.0025999532,-0.023049666,0.0034084388,9.380936e-05,-0.014033391,0.011221624,-0.030584337,0.002586243,-0.020283926,0.0004382125,-0.021203466,-0.012642102,-0.00537162,-0.002867224,0.011510704,0.0026269166,-0.009323353,-0.00959619,-0.02350947,0.013152519,-0.023717476,-0.027233623,-0.004307111,0.01536849,0.001790395,0.0013863299,0.010937541,-0.033373814,-0.009663243,-0.04349553,0.014513126,-0.006272438,-0.026823051,-0.034159906,0.0040370324,-0.0023024397,0.00067585765,0.011380052,-0.0075956243,-0.012013644,-0.012854947,0.017074617,-0.0056218663,-0.020308817,0.0021686553955078125
-0.03919122,-0.022384243,-0.00982507,-0.00700707,-0.01692331,-0.025446184,-0.02427658,-0.0291952,-0.0096176965,-0.0028407075,-0.03773477,-0.0032096177,-0.040454663,-0.002375889,-0.025837285,-0.0040608756,-0.032609534,-0.027760532,-0.015858226,-0.009817009,-0.020221703,-0.023778828,-0.03997601,-0.024896264,-0.029163582,-0.0015067764,-0.0457582,-0.0077505065,-0.050559442,0.010349285,-0.018549543,-0.023621997,-0.040249232,-0.020988112,-0.037798468,-0.020228852,0.0043473123,-0.0289749,-0.016148172,-0.017540485,-0.022418285,-0.009488964,-0.018664217,-0.029313603,0.000481074,-0.009932642,-0.039589517,-0.04681128,-0.020899894,-0.0372314453125
0.005412746,0.020512443,0.002095731,0.035199728,0.009103631,0.01020359,0.005778775,0.022774745,0.000112285976,0.015594301,0.03503719,0.032641828,-0.0019012974,0.03218151,0.049398307,0.029190354,0.007998788,0.02442583,0.011193579,0.017129596,0.02130104,0.011290667,0.034974948,0.018375028,0.014308784,0.037368055,0.014437746,0.03470148,0.02549254,0.018351793,0.017588679,-0.00047537722,0.038773824,0.012938098,-0.013918569,-0.0035572653,0.023275085,0.057049025,0.012777556,0.024870358,0.028652582,-0.0028651743,0.039221227,0.023548054,0.03787791,0.008726992,-0.016656764,0.017600916,0.03761678,0.02398681640625
0.0104777785,-0.050956253,0.017064223,-0.04345683,-0.005781924,-0.00028354206,-0.03322489,-0.052607328,-0.0036201207,-0.009979464,-0.030457573,-0.005845779,-0.018999016,-0.045646086,0.007848011,0.012744556,-0.042754725,-0.048576634,0.012279112,-0.044822715,-0.026999308,-0.015285167,-0.024713032,-0.007982324,-0.023446493,-0.022414317,-0.042724308,-0.030023659,0.0250365,-0.045996822,0.0025507656,-0.015892286,-0.033550866,-0.039943554,0.009773701,-0.012671009,-0.02412719,-0.042202935,-0.019834785,-0.011018817,-0.0287313,-0.035213917,-0.019812306,-0.012308474,0.007071923,-0.034492776,-0.011257449,-0.028759057,-0.023446074,-0.0253753662109375
