89																							1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66
Baron_Cohen_1999	theory_of_mind_task	4	fMRI	T88	12	6	b	NaN	NaN	0	44	15	NaN	NaN	NaN	NaN	R_Cingulate_gyrus	32	block	NaN	NaN	6	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	yes	yes	no	no	no	no	no	no	no	no	no	no	yes	no	no	no	no	yes	no	yes	no	no	no	no	no	no	no	no	no	no	na	OtheMent	OtheMent	NoAffMen	CoacOrNa	CoacOrNa	OtheNTra	OtheNTra	CoacOrNa	anyother	MentalSt	Explicit	CoacOrNa	CoacOrNa	affectiv	otheraff	NotBaseL	anyother	affectiv	otheraff
Baron_Cohen_1999	theory_of_mind_task	4	fMRI	T88	12	6	b	NaN	NaN	29	-58	-7	NaN	NaN	NaN	NaN	R_Fusiform_gyrus	19	block	NaN	NaN	6	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	yes	yes	no	no	no	no	no	no	no	no	no	no	yes	no	no	no	no	yes	no	yes	no	no	no	no	no	no	no	no	no	no	na	OtheMent	OtheMent	NoAffMen	CoacOrNa	CoacOrNa	OtheNTra	OtheNTra	CoacOrNa	anyother	MentalSt	Explicit	CoacOrNa	CoacOrNa	affectiv	otheraff	NotBaseL	anyother	affectiv	otheraff
Baron_Cohen_1999	theory_of_mind_task	4	fMRI	T88	12	6	b	NaN	NaN	-38	-44	-7	NaN	NaN	NaN	NaN	L_Fusiform_gyrus	36	block	NaN	NaN	6	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	yes	yes	no	no	no	no	no	no	no	no	no	no	yes	no	no	no	no	yes	no	yes	no	no	no	no	no	no	no	no	no	no	na	OtheMent	OtheMent	NoAffMen	CoacOrNa	CoacOrNa	OtheNTra	OtheNTra	CoacOrNa	anyother	MentalSt	Explicit	CoacOrNa	CoacOrNa	affectiv	otheraff	NotBaseL	anyother	affectiv	otheraff
Baron_Cohen_1999	theory_of_mind_task	4	fMRI	T88	12	6	b	NaN	NaN	-49	11	20	NaN	NaN	NaN	NaN	L_inferior_frontal_gyrus	6	block	NaN	NaN	6	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	yes	yes	no	no	no	no	no	no	no	no	no	no	yes	no	no	no	no	yes	no	yes	no	no	no	no	no	no	no	no	no	no	na	OtheMent	OtheMent	NoAffMen	CoacOrNa	CoacOrNa	OtheNTra	OtheNTra	CoacOrNa	anyother	MentalSt	Explicit	CoacOrNa	CoacOrNa	affectiv	otheraff	NotBaseL	anyother	affectiv	otheraff
Baron_Cohen_1999	theory_of_mind_task	4	fMRI	T88	12	6	b	NaN	NaN	58	8	15	NaN	NaN	NaN	NaN	R_inferior_frontal_gyrus	6	block	NaN	NaN	6	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	yes	yes	no	no	no	no	no	no	no	no	no	no	yes	no	no	no	no	yes	no	yes	no	no	no	no	no	no	no	no	no	no	na	OtheMent	OtheMent	NoAffMen	CoacOrNa	CoacOrNa	OtheNTra	OtheNTra	CoacOrNa	anyother	MentalSt	Explicit	CoacOrNa	CoacOrNa	affectiv	otheraff	NotBaseL	anyother	affectiv	otheraff
Baron_Cohen_1999	theory_of_mind_task	4	fMRI	T88	12	6	b	NaN	NaN	-46	14	31	NaN	NaN	NaN	NaN	L_inferior_frontal_gyrus	44	block	NaN	NaN	6	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	yes	yes	no	no	no	no	no	no	no	no	no	no	yes	no	no	no	no	yes	no	yes	no	no	no	no	no	no	no	no	no	no	na	OtheMent	OtheMent	NoAffMen	CoacOrNa	CoacOrNa	OtheNTra	OtheNTra	CoacOrNa	anyother	MentalSt	Explicit	CoacOrNa	CoacOrNa	affectiv	otheraff	NotBaseL	anyother	affectiv	otheraff
Baron_Cohen_1999	theory_of_mind_task	4	fMRI	T88	12	6	b	NaN	NaN	49	14	26	NaN	NaN	NaN	NaN	R_inferior_frontal_gyrus	44	block	NaN	NaN	6	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	yes	yes	no	no	no	no	no	no	no	no	no	no	yes	no	no	no	no	yes	no	yes	no	no	no	no	no	no	no	no	no	no	na	OtheMent	OtheMent	NoAffMen	CoacOrNa	CoacOrNa	OtheNTra	OtheNTra	CoacOrNa	anyother	MentalSt	Explicit	CoacOrNa	CoacOrNa	affectiv	otheraff	NotBaseL	anyother	affectiv	otheraff
Baron_Cohen_1999	theory_of_mind_task	4	fMRI	T88	12	6	b	NaN	NaN	-43	25	4	NaN	NaN	NaN	NaN	L_inferior_frontal_gyrus	45	block	NaN	NaN	6	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	yes	yes	no	no	no	no	no	no	no	no	no	no	yes	no	no	no	no	yes	no	yes	no	no	no	no	no	no	no	no	no	no	na	OtheMent	OtheMent	NoAffMen	CoacOrNa	CoacOrNa	OtheNTra	OtheNTra	CoacOrNa	anyother	MentalSt	Explicit	CoacOrNa	CoacOrNa	affectiv	otheraff	NotBaseL	anyother	affectiv	otheraff
Baron_Cohen_1999	theory_of_mind_task	4	fMRI	T88	12	6	b	NaN	NaN	52	19	20	NaN	NaN	NaN	NaN	R_inferior_frontal_gyrus	45	block	NaN	NaN	6	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	yes	yes	no	no	no	no	no	no	no	no	no	no	yes	no	no	no	no	yes	no	yes	no	no	no	no	no	no	no	no	no	no	na	OtheMent	OtheMent	NoAffMen	CoacOrNa	CoacOrNa	OtheNTra	OtheNTra	CoacOrNa	anyother	MentalSt	Explicit	CoacOrNa	CoacOrNa	affectiv	otheraff	NotBaseL	anyother	affectiv	otheraff
Baron_Cohen_1999	theory_of_mind_task	4	fMRI	T88	12	6	b	NaN	NaN	-32	-56	42	NaN	NaN	NaN	NaN	L_inferior_parietal_lobule	19	block	NaN	NaN	6	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	yes	yes	no	no	no	no	no	no	no	no	no	no	yes	no	no	no	no	yes	no	yes	no	no	no	no	no	no	no	no	no	no	na	OtheMent	OtheMent	NoAffMen	CoacOrNa	CoacOrNa	OtheNTra	OtheNTra	CoacOrNa	anyother	MentalSt	Explicit	CoacOrNa	CoacOrNa	affectiv	otheraff	NotBaseL	anyother	affectiv	otheraff
Baron_Cohen_1999	theory_of_mind_task	4	fMRI	T88	12	6	b	NaN	NaN	49	-53	-2	NaN	NaN	NaN	NaN	R_inferior_temporal_gyrus	37	block	NaN	NaN	6	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	yes	yes	no	no	no	no	no	no	no	no	no	no	yes	no	no	no	no	yes	no	yes	no	no	no	no	no	no	no	no	no	no	na	OtheMent	OtheMent	NoAffMen	CoacOrNa	CoacOrNa	OtheNTra	OtheNTra	CoacOrNa	anyother	MentalSt	Explicit	CoacOrNa	CoacOrNa	affectiv	otheraff	NotBaseL	anyother	affectiv	otheraff
Baron_Cohen_1999	theory_of_mind_task	4	fMRI	T88	12	6	b	NaN	NaN	32	-17	4	NaN	NaN	NaN	NaN	R_insula	72	block	NaN	NaN	6	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	yes	yes	no	no	no	no	no	no	no	no	no	no	yes	no	no	no	no	yes	no	yes	no	no	no	no	no	no	no	no	no	no	na	OtheMent	OtheMent	NoAffMen	CoacOrNa	CoacOrNa	OtheNTra	OtheNTra	CoacOrNa	anyother	MentalSt	Explicit	CoacOrNa	CoacOrNa	affectiv	otheraff	NotBaseL	anyother	affectiv	otheraff
Baron_Cohen_1999	theory_of_mind_task	4	fMRI	T88	12	6	b	NaN	NaN	-35	-17	9	NaN	NaN	NaN	NaN	L_insula	72	block	NaN	NaN	6	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	yes	yes	no	no	no	no	no	no	no	no	no	no	yes	no	no	no	no	yes	no	yes	no	no	no	no	no	no	no	no	no	no	na	OtheMent	OtheMent	NoAffMen	CoacOrNa	CoacOrNa	OtheNTra	OtheNTra	CoacOrNa	anyother	MentalSt	Explicit	CoacOrNa	CoacOrNa	affectiv	otheraff	NotBaseL	anyother	affectiv	otheraff
Baron_Cohen_1999	theory_of_mind_task	4	fMRI	T88	12	6	b	NaN	NaN	12	-72	-2	NaN	NaN	NaN	NaN	R_lingual_gyrus	18	block	NaN	NaN	6	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	yes	yes	no	no	no	no	no	no	no	no	no	no	yes	no	no	no	no	yes	no	yes	no	no	no	no	no	no	no	no	no	no	na	OtheMent	OtheMent	NoAffMen	CoacOrNa	CoacOrNa	OtheNTra	OtheNTra	CoacOrNa	anyother	MentalSt	Explicit	CoacOrNa	CoacOrNa	affectiv	otheraff	NotBaseL	anyother	affectiv	otheraff
Baron_Cohen_1999	theory_of_mind_task	4	fMRI	T88	12	6	b	NaN	NaN	-3	-86	4	NaN	NaN	NaN	NaN	L_lingual_gyrus	18	block	NaN	NaN	6	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	yes	yes	no	no	no	no	no	no	no	no	no	no	yes	no	no	no	no	yes	no	yes	no	no	no	no	no	no	no	no	no	no	na	OtheMent	OtheMent	NoAffMen	CoacOrNa	CoacOrNa	OtheNTra	OtheNTra	CoacOrNa	anyother	MentalSt	Explicit	CoacOrNa	CoacOrNa	affectiv	otheraff	NotBaseL	anyother	affectiv	otheraff
Baron_Cohen_1999	theory_of_mind_task	4	fMRI	T88	12	6	b	NaN	NaN	20	-53	-2	NaN	NaN	NaN	NaN	R_lingual_gyrus	19	block	NaN	NaN	6	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	yes	yes	no	no	no	no	no	no	no	no	no	no	yes	no	no	no	no	yes	no	yes	no	no	no	no	no	no	no	no	no	no	na	OtheMent	OtheMent	NoAffMen	CoacOrNa	CoacOrNa	OtheNTra	OtheNTra	CoacOrNa	anyother	MentalSt	Explicit	CoacOrNa	CoacOrNa	affectiv	otheraff	NotBaseL	anyother	affectiv	otheraff
Baron_Cohen_1999	theory_of_mind_task	4	fMRI	T88	12	6	b	NaN	NaN	-14	-31	-2	NaN	NaN	NaN	NaN	L_lingual_gyrus	27	block	NaN	NaN	6	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	yes	yes	no	no	no	no	no	no	no	no	no	no	yes	no	no	no	no	yes	no	yes	no	no	no	no	no	no	no	no	no	no	na	OtheMent	OtheMent	NoAffMen	CoacOrNa	CoacOrNa	OtheNTra	OtheNTra	CoacOrNa	anyother	MentalSt	Explicit	CoacOrNa	CoacOrNa	affectiv	otheraff	NotBaseL	anyother	affectiv	otheraff
Baron_Cohen_1999	theory_of_mind_task	4	fMRI	T88	12	6	b	NaN	NaN	6	6	53	NaN	NaN	NaN	NaN	R_medial_frontal_gyrus	6	block	NaN	NaN	6	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	yes	yes	no	no	no	no	no	no	no	no	no	no	yes	no	no	no	no	yes	no	yes	no	no	no	no	no	no	no	no	no	no	na	OtheMent	OtheMent	NoAffMen	CoacOrNa	CoacOrNa	OtheNTra	OtheNTra	CoacOrNa	anyother	MentalSt	Explicit	CoacOrNa	CoacOrNa	affectiv	otheraff	NotBaseL	anyother	affectiv	otheraff
Baron_Cohen_1999	theory_of_mind_task	4	fMRI	T88	12	6	b	NaN	NaN	0	47	9	NaN	NaN	NaN	NaN	R_medial_frontal_gyrus	32	block	NaN	NaN	6	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	yes	yes	no	no	no	no	no	no	no	no	no	no	yes	no	no	no	no	yes	no	yes	no	no	no	no	no	no	no	no	no	no	na	OtheMent	OtheMent	NoAffMen	CoacOrNa	CoacOrNa	OtheNTra	OtheNTra	CoacOrNa	anyother	MentalSt	Explicit	CoacOrNa	CoacOrNa	affectiv	otheraff	NotBaseL	anyother	affectiv	otheraff
Baron_Cohen_1999	theory_of_mind_task	4	fMRI	T88	12	6	b	NaN	NaN	-43	3	42	NaN	NaN	NaN	NaN	L_medial_frontal_gyrus	6	block	NaN	NaN	6	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	yes	yes	no	no	no	no	no	no	no	no	no	no	yes	no	no	no	no	yes	no	yes	no	no	no	no	no	no	no	no	no	no	na	OtheMent	OtheMent	NoAffMen	CoacOrNa	CoacOrNa	OtheNTra	OtheNTra	CoacOrNa	anyother	MentalSt	Explicit	CoacOrNa	CoacOrNa	affectiv	otheraff	NotBaseL	anyother	affectiv	otheraff
Baron_Cohen_1999	theory_of_mind_task	4	fMRI	T88	12	6	b	NaN	NaN	38	6	37	NaN	NaN	NaN	NaN	R_medial_frontal_gyrus	6	block	NaN	NaN	6	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	yes	yes	no	no	no	no	no	no	no	no	no	no	yes	no	no	no	no	yes	no	yes	no	no	no	no	no	no	no	no	no	no	na	OtheMent	OtheMent	NoAffMen	CoacOrNa	CoacOrNa	OtheNTra	OtheNTra	CoacOrNa	anyother	MentalSt	Explicit	CoacOrNa	CoacOrNa	affectiv	otheraff	NotBaseL	anyother	affectiv	otheraff
Baron_Cohen_1999	theory_of_mind_task	4	fMRI	T88	12	6	b	NaN	NaN	-46	14	37	NaN	NaN	NaN	NaN	Lmedial_frontal_gyrus	9	block	NaN	NaN	6	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	yes	yes	no	no	no	no	no	no	no	no	no	no	yes	no	no	no	no	yes	no	yes	no	no	no	no	no	no	no	no	no	no	na	OtheMent	OtheMent	NoAffMen	CoacOrNa	CoacOrNa	OtheNTra	OtheNTra	CoacOrNa	anyother	MentalSt	Explicit	CoacOrNa	CoacOrNa	affectiv	otheraff	NotBaseL	anyother	affectiv	otheraff
Baron_Cohen_1999	theory_of_mind_task	4	fMRI	T88	12	6	b	NaN	NaN	32	-72	4	NaN	NaN	NaN	NaN	R_middle_occipital_gyrus	19	block	NaN	NaN	6	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	yes	yes	no	no	no	no	no	no	no	no	no	no	yes	no	no	no	no	yes	no	yes	no	no	no	no	no	no	no	no	no	no	na	OtheMent	OtheMent	NoAffMen	CoacOrNa	CoacOrNa	OtheNTra	OtheNTra	CoacOrNa	anyother	MentalSt	Explicit	CoacOrNa	CoacOrNa	affectiv	otheraff	NotBaseL	anyother	affectiv	otheraff
Baron_Cohen_1999	theory_of_mind_task	4	fMRI	T88	12	6	b	NaN	NaN	43	-33	4	NaN	NaN	NaN	NaN	R_middle_temporal_gyrus	21	block	NaN	NaN	6	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	yes	yes	no	no	no	no	no	no	no	no	no	no	yes	no	no	no	no	yes	no	yes	no	no	no	no	no	no	no	no	no	no	na	OtheMent	OtheMent	NoAffMen	CoacOrNa	CoacOrNa	OtheNTra	OtheNTra	CoacOrNa	anyother	MentalSt	Explicit	CoacOrNa	CoacOrNa	affectiv	otheraff	NotBaseL	anyother	affectiv	otheraff
Baron_Cohen_1999	theory_of_mind_task	4	fMRI	T88	12	6	b	NaN	NaN	-46	-22	37	NaN	NaN	NaN	NaN	L_post-central_gyrus	1	block	NaN	NaN	6	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	yes	yes	no	no	no	no	no	no	no	no	no	no	yes	no	no	no	no	yes	no	yes	no	no	no	no	no	no	no	no	no	no	na	OtheMent	OtheMent	NoAffMen	CoacOrNa	CoacOrNa	OtheNTra	OtheNTra	CoacOrNa	anyother	MentalSt	Explicit	CoacOrNa	CoacOrNa	affectiv	otheraff	NotBaseL	anyother	affectiv	otheraff
Baron_Cohen_1999	theory_of_mind_task	4	fMRI	T88	12	6	b	NaN	NaN	-23	-44	59	NaN	NaN	NaN	NaN	L_post-central_gyrus	7	block	NaN	NaN	6	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	yes	yes	no	no	no	no	no	no	no	no	no	no	yes	no	no	no	no	yes	no	yes	no	no	no	no	no	no	no	no	no	no	na	OtheMent	OtheMent	NoAffMen	CoacOrNa	CoacOrNa	OtheNTra	OtheNTra	CoacOrNa	anyother	MentalSt	Explicit	CoacOrNa	CoacOrNa	affectiv	otheraff	NotBaseL	anyother	affectiv	otheraff
Baron_Cohen_1999	theory_of_mind_task	4	fMRI	T88	12	6	b	NaN	NaN	35	-22	53	NaN	NaN	NaN	NaN	R_pre-central_gyrus	4	block	NaN	NaN	6	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	yes	yes	no	no	no	no	no	no	no	no	no	no	yes	no	no	no	no	yes	no	yes	no	no	no	no	no	no	no	no	no	no	na	OtheMent	OtheMent	NoAffMen	CoacOrNa	CoacOrNa	OtheNTra	OtheNTra	CoacOrNa	anyother	MentalSt	Explicit	CoacOrNa	CoacOrNa	affectiv	otheraff	NotBaseL	anyother	affectiv	otheraff
Baron_Cohen_1999	theory_of_mind_task	4	fMRI	T88	12	6	b	NaN	NaN	-23	-6	59	NaN	NaN	NaN	NaN	L_pre-central_gyrus	6	block	NaN	NaN	6	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	yes	yes	no	no	no	no	no	no	no	no	no	no	yes	no	no	no	no	yes	no	yes	no	no	no	no	no	no	no	no	no	no	na	OtheMent	OtheMent	NoAffMen	CoacOrNa	CoacOrNa	OtheNTra	OtheNTra	CoacOrNa	anyother	MentalSt	Explicit	CoacOrNa	CoacOrNa	affectiv	otheraff	NotBaseL	anyother	affectiv	otheraff
Baron_Cohen_1999	theory_of_mind_task	4	fMRI	T88	12	6	b	NaN	NaN	52	6	9	NaN	NaN	NaN	NaN	R_pre-central_gyrus	6	block	NaN	NaN	6	no	no	no	no	no	no	no	no	no	no	no	no	no	yes	no	no	yes	yes	no	no	no	no	no	no	no	no	no	no	yes	no	no	no	no	yes	no	yes	no	no	no	no	no	no	no	no	no	no	na	OtheMent	OtheMent	NoAffMen	CoacOrNa	CoacOrNa	OtheNTra	OtheNTra	CoacOrNa	anyother	MentalSt	Explicit	CoacOrNa	CoacOrNa	affectiv	otheraff	NotBaseL	anyother	affectiv	otheraff
